forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-01-26_2408.TW_forecast.csv,2026-01-26,2026-01-26,2026-01-27,286.0,289.51275634765625,277.0,1,-1,True
