forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-01-15_2408.TW_forecast.csv,2026-01-15,2026-01-15,2026-01-16,237.5,241.7559967041016,250.0,1,1,True
