forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-01-12_2408.TW_forecast.csv,2026-01-12,2026-01-12,2026-01-13,239.0,242.55860900878903,230.0,1,-1,True
