Pred_Close,Pred_MA5,Pred_MA10,date
165.780029296875,165.156005859375,165.0780029296875,2026-01-16
167.2543487548828,165.70687561035157,164.8534378051758,2026-01-19
169.85000610351562,166.97687683105468,164.78843841552734,2026-01-20
171.59947204589844,167.8967712402344,165.5983856201172,2026-01-21
173.0388946533203,169.50454711914062,166.7522750854492,2026-01-22
