forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-03-08_2408.TW_forecast.csv,2026-03-08,2026-03-06,2026-03-09,233.0,237.40663146972656,210.0,1,-1,True
