forecast_file,decision_day,close_t,pred_t1,actual_t1,direction_pred,direction_actual,hit
2026-03-02_8110.TW_forecast.csv,2026-03-02,63.20000076293945,60.72671883531014,57.79999923706055,-1,-1,1
