forecast_file,decision_day,close_t,pred_t1,actual_t1,direction_pred,direction_actual,hit
2026-02-02_8110.TW_forecast.csv,2026-02-02,71.4000015258789,81.15066909952861,66.9000015258789,1,-1,0
