month,Trend_Index
2025-12-01,0.004505559802055359
2026-01-01,-0.024546825072982094
2026-02-01,-0.04877387583255768
2026-03-01,-0.05242264270782471
2026-04-01,-0.05242264270782471
2026-05-01,-0.05242264270782471
2026-06-01,-0.05242264270782471
