forecast_file,forecast_asof_date,t,t1,close_t,pred_t1,actual_t1,direction_pred,direction_actual,aligned
2026-01-25_2408.TW_forecast.csv,2026-01-25,2026-01-23,2026-01-26,271.5,276.0037841796875,286.0,1,1,True
